MOD,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,N1,N2,N3,N4,N5,N6,I1,I2,I3,I4,I5,I6,MEAN_COG,MEAN_REG,MEAN_NORM,MEAN_INT,MOD_bin,MOD_label,Mahalanobis,Mahalanobis_sq,is_outlier,COG_mean,REG_mean,NORM_mean,INT_mean,COG_mean_z,REG_mean_z,NORM_mean_z,INT_mean_z
1,1,1,1,1,1,5,2,1,4,2,1,2,1,2,1,5,6,6,6,6,6,6,1.0,2.8,2.0,6.0,1,EduYes,5.610742045572011,31.480426301949596,False,1.0,2.8,2.0,6.0,-1.8132244009716412,-1.5354184153430268,-2.613632147108539,1.8710154047265468
1,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,6,4,5,2,5,4,4.2,4.8,5.0,4.33,1,EduYes,2.8973146093933324,8.394431945804039,False,4.2,4.8,5.0,4.333333333333333,1.032386751644922,0.8021320397151782,1.1183022634327493,0.32812780749369763
1,2,3,4,3,3,5,5,4,4,4,5,6,5,4,5,6,6,5,4,4,6,4,3.0,4.4,5.17,4.83,1,EduYes,3.3207222497039983,11.027196259679183,False,3.0,4.4,5.166666666666667,4.833333333333333,-0.03471743058628929,0.3346219487035378,1.3256319529072658,0.7909940866635523
1,2,3,5,3,3,6,6,4,4,5,6,4,5,4,5,4,4,3,1,6,6,2,3.2,5.0,4.67,3.67,1,EduYes,5.525515164345153,30.53131783140824,False,3.2,5.0,4.666666666666667,3.6666666666666665,0.14313326645224606,1.035887085220999,0.7036428844837177,-0.28902723139944175
1,2,1,1,2,2,6,2,6,6,5,6,2,1,1,2,3,5,4,2,5,5,6,1.6,5.0,2.5,4.5,1,EduYes,5.679553916176912,32.2573326867605,False,1.6,5.0,2.5,4.5,-1.2796723098560356,1.035887085220999,-1.991643078684991,0.4824165672169828
1,2,2,2,2,2,6,5,5,4,4,5,1,4,4,5,3,6,6,3,6,6,6,2.0,4.8,3.67,5.5,1,EduYes,4.096525939614326,16.781524773933032,False,2.0,4.8,3.6666666666666665,5.5,-0.9239709157789653,0.8021320397151782,-0.540335252363379,1.408149125556692
1,1,2,2,2,1,3,3,4,3,2,2,1,4,2,2,4,5,4,4,4,5,5,1.6,3.0,2.5,4.5,1,EduYes,3.871687546825157,14.989964460241001,False,1.6,3.0,2.5,4.5,-1.2796723098560356,-1.301663369837206,-1.991643078684991,0.4824165672169828
1,5,1,2,1,1,3,1,4,1,3,5,3,1,4,3,4,6,6,5,4,6,5,2.0,2.4,3.33,5.33,1,EduYes,5.157959634164033,26.604547587665568,False,2.0,2.4,3.3333333333333335,5.333333333333333,-0.9239709157789653,-2.002928506354668,-0.9549946313124107,1.2538603658334069
1,2,2,2,2,3,3,3,3,3,2,2,2,3,5,2,5,4,5,2,5,2,4,2.2,2.8,3.17,3.67,1,EduYes,4.336965922866114,18.809273416101927,False,2.2,2.8,3.1666666666666665,3.6666666666666665,-0.7461202187404299,-1.5354184153430268,-1.1623243207869272,-0.28902723139944175
1,2,5,5,4,2,4,4,4,4,3,4,4,5,4,3,6,5,2,2,2,2,2,3.6,3.8,4.33,2.5,1,EduYes,4.9888117363846884,24.88824254108961,False,3.6,3.8,4.333333333333333,2.5,0.49883466052931635,-0.3666431878139243,0.2889835055346849,-1.3690485494624358
